"subnum","agegrp","age","a.full","h.full","s.full","a.low","h.low","s.low","a.med","h.med","s.med"
46,"Middle Age","40",3.5,6.5,2.5,3.66666666666667,6,2.83333333333333,3.33333333333333,4.8,1.75
47,"Younger","33",4.33333333333333,5.4,5.5,4.66666666666667,3.75,4.4,5,3.8,4.8
48,"Middle Age","48",1.33333333333333,6.6,2.33333333333333,3.25,4.6,3.66666666666667,1.6,5,2.83333333333333
49,"Younger","30",2,2.2,2.8,2.6,3.2,2.75,2.5,1.2,3
50,"Middle Age","46",2.5,5.75,2.83333333333333,3.5,4.2,3.4,3,5,3
51,"Older","70",2.25,7,2.8,3.2,6.66666666666667,4.2,2.83333333333333,6.5,3
52,"Younger","30",2.83333333333333,5.33333333333333,2.83333333333333,3,5.2,2.2,2.66666666666667,5.25,2.66666666666667
53,"Younger","31",1,1,1,1,1,1,1,1,1
54,"Middle Age","47",1,7,1,1,7,1,1,7,1
55,"Middle Age","42",5.16666666666667,6,3.75,3.33333333333333,4.33333333333333,1.8,3.4,6.33333333333333,2.33333333333333
56,"Younger","21",5.2,1.6,5.6,4.83333333333333,2.8,4,5.4,2,5.5
57,"Younger","30",1.33333333333333,1.5,1.5,1.66666666666667,1,1.6,1.25,1.33333333333333,1.66666666666667
58,"Older","73",1,2.16666666666667,2,1,2.4,2,1,2.16666666666667,1
59,"Younger","24",3.6,3,2.66666666666667,2.33333333333333,4.6,2.8,3,4,3.4
60,"Younger","33",2.8,3.66666666666667,5,3.2,3.5,2,5.33333333333333,2.5,4
61,"Older","72",3,2.83333333333333,3,3,2.8,3,3,3.16666666666667,2.8
62,"Younger","29",3.6,5.16666666666667,2.66666666666667,4,4.2,2.75,2,3.4,4.6
63,"Younger","38",4,NA,NA,4,NA,NA,4,NA,NA
63,"Middle Age","38",NA,4,4,NA,4,4,NA,4,4
64,"Older","70",4.4,4.6,4,3.6,4,4,3.6,4.5,4.33333333333333
65,"Middle Age","40",3.5,5.6,3,2.66666666666667,6,2.83333333333333,2.75,6.33333333333333,1.66666666666667
66,"Younger","30",3.33333333333333,6,3.75,3,4.2,3.8,3.2,4.83333333333333,3.33333333333333
67,"Middle Age","40",3,5.8,2.8,2.4,6.4,3.5,2.5,6,2.83333333333333
68,"Middle Age","47",2,1,1.33333333333333,1.25,2,1,1,1.8,1
69,"Younger","29",6,6.16666666666667,6.5,6.25,6.5,6.2,6.33333333333333,6.33333333333333,6.2
70,"Younger","30",3.4,4.2,4.8,4.8,4.33333333333333,4,4.2,4.4,4.5
71,"Younger","36",5.4,5.5,5,5.25,5.83333333333333,5.8,3.5,5.8,3
72,"Younger","23",4,4,4.2,4,4,4,4,4,4
73,"Middle Age","42",2.33333333333333,6.33333333333333,2.25,1.66666666666667,5,2.66666666666667,2.5,6.16666666666667,1.75
74,"Younger","24",4.33333333333333,5,2,3,4.4,3.6,4.66666666666667,3.83333333333333,4
75,"Younger","23",3,5.25,3.2,3.2,2.25,3,2.83333333333333,3.33333333333333,3.66666666666667
76,"Younger","28",6.2,6,6,6.33333333333333,5.6,6.2,7,4.4,6.6
77,"Middle Age","54",4.2,4.6,4.33333333333333,3.25,3.25,3.25,4,4,4.2
78,"Older","65",6.5,5.83333333333333,5.5,5.6,5,5.33333333333333,6.25,5.2,5
79,"Middle Age","41",5.5,5,1.8,2,3.4,1,3,4.2,1.6
80,"Younger","23",2.6,4.6,2.5,3.83333333333333,3.4,3.25,2.66666666666667,4.66666666666667,3.33333333333333
81,"Middle Age","53",1.8,5.6,1.83333333333333,2.6,4.6,3.5,2,4,2.33333333333333
82,"Younger","27",5,5.2,4.25,4,5,4.4,3.75,4.83333333333333,4
83,"Middle Age","57",5.2,5.8,5.25,4.5,4.2,4.66666666666667,4.8,5.4,5
84,"Younger","21",3.83333333333333,4.4,3.33333333333333,3.5,3,3.75,2.75,3.8,2.33333333333333
85,"Middle Age","55",1.6,3.2,2,1.5,2,2,1.4,2.6,1.6
86,"Middle Age","54",3.2,3.2,3.5,3.66666666666667,3.33333333333333,3.66666666666667,3.5,3.16666666666667,3.6
87,"Middle Age","47",6.33333333333333,7,6.8,5,5,4.6,6,6.33333333333333,4.5
88,"Older","60",3.8,5,4.4,4.25,4,3.83333333333333,3.4,3.83333333333333,3.4
89,"Middle Age","53",1,7,1,1,5,2,2.5,4,1
90,"Older","70",1.8,6.25,2.75,3.33333333333333,4.25,3.8,2.4,5.8,3.5
91,"Middle Age","48",2.33333333333333,7,3,2.8,4.4,1.75,2.2,6.2,3.4
92,"Younger","24",2.75,6,4.4,3.6,4.5,3.2,3.2,6,3.5
93,"Middle Age","50",3,3.83333333333333,3.75,2.4,3.5,2.2,3.8,3.66666666666667,3.75
94,"Older","62",1.75,7,1.8,2.83333333333333,5.5,2.8,2.4,6.25,1.66666666666667
95,"Older","64",1,1,1,1,1.2,1,1,1.25,1
96,"Middle Age","58",1,1,NA,1,1,NA,1,1,NA
96,"Older","58",NA,NA,1,NA,NA,1,NA,NA,1
97,"Middle Age","56",1,1.75,1,1.66666666666667,1.83333333333333,1.66666666666667,2.6,1.33333333333333,1
98,"Older","86 or older",1.33333333333333,5,3,2.25,4.4,3.33333333333333,2.2,4.83333333333333,2.66666666666667
99,"Younger","21",1.75,7,2.75,1,5.8,4.4,2,7,1.16666666666667
100,"Younger","27",6.5,7,6.6,6.2,6.33333333333333,6.16666666666667,6.2,7,6.5
